"Question","Réponse","Expertise","Sous - expertise","Like","Created Date","Updated Date","Owner","Title","ID","Created Date","Updated Date","Owner"
"Quels sont les symptômes d’un traumatisme crânien ?","Un traumatisme crânien peut provoquer des symptômes immédiats ou différés, dont la gravité varie selon l'intensité du choc. Toute apparition de symptômes après un accident de la route doit être prise en charge médicalement sans délai.

Les symptômes immédiats les plus fréquents sont : perte de connaissance, confusion, maux de tête, nausées ou vomissements, troubles de la vision, saignements ou écoulement par le nez ou les oreilles.

Des symptômes différés peuvent apparaître dans les jours ou semaines suivant le choc : fatigue chronique, troubles de la mémoire et de la concentration, perturbations du sommeil, changements d'humeur, dépression ou anxiété.

Sur le plan juridique, ces séquelles doivent être documentées par des examens médicaux (IRM, scanner) pour être reconnues et indemnisées dans le cadre d'une procédure d'accident de la route.","[""Accidents de la route""]","[""Traumatisme crânien""]",1,2025-01-16T13:41:06Z,2025-06-25T12:24:52Z,"d05c9ea4-b2fb-43e7-9de4-52fe8577e54b",,"4b50853b-8d11-4c26-86c1-d1836024a81d",2026-04-29T09:36:23Z,2026-04-29T09:36:23Z,"d05c9ea4-b2fb-43e7-9de4-52fe8577e54b"
"Comment prouver un manquement contractuel : retard ou défaut de livraison ?","Un manquement contractuel se prouve en réunissant le contrat, les bons de commande, factures et bons de livraison, ainsi que tout échange écrit avec le professionnel. En cas de bien non conforme ou de malfaçon, des photos et un constat de commissaire de justice (anciennement huissier) renforcent solidement le dossier.

Identifier le manquement : retard au-delà du délai contractuel ou, à défaut, du délai légal de 30 jours (art. L. 216-1 du Code de la consommation) ; absence totale de livraison ; produit non conforme aux spécifications ou affecté d'un vice caché (art. 1641 du Code civil).

Mettre en demeure : adressez une lettre recommandée avec accusé de réception exposant le manquement et vos exigences (livraison sous délai supplémentaire, réparation ou résolution du contrat).

Recours : tentez d'abord la médiation de la consommation (coordonnées obligatoirement communiquées par le professionnel). À défaut, saisissez le tribunal judiciaire du domicile du défendeur ou du lieu de livraison.","[""Droit du consommateur""]","[""Contrats litiges""]",1,2025-02-12T15:57:31Z,2025-06-25T12:24:52Z,"d05c9ea4-b2fb-43e7-9de4-52fe8577e54b",,"4c02517f-da7f-4e49-8b62-9b72abfb9715",2026-04-29T09:36:23Z,2026-04-29T09:36:23Z,"d05c9ea4-b2fb-43e7-9de4-52fe8577e54b"
"Qu’est-ce que la loi Badinter ?","La loi Badinter (loi n° 85-677 du 5 juillet 1985) est le texte fondamental qui régit l'indemnisation des victimes d'accidents de la circulation en France. Elle impose aux assureurs de présenter une offre d'indemnisation dans des délais stricts et protège toutes les victimes : piétons, cyclistes et passagers sont indemnisés de plein droit, sans que leur éventuelle faute puisse leur être opposée, sauf faute inexcusable.

Les conducteurs bénéficient également de cette loi, mais leur indemnisation peut être réduite ou supprimée s'ils ont commis une faute ayant contribué à l'accident.

L'assureur du véhicule impliqué dispose de 8 mois à compter de l'accident pour formuler une offre provisionnelle, et de 3 mois à compter de la consolidation de l'état de santé pour présenter une offre définitive.","[""Accidents de la route""]","[""Loi Badinter""]",1,2025-01-16T13:36:08Z,2025-06-25T12:24:52Z,"d05c9ea4-b2fb-43e7-9de4-52fe8577e54b",,"4cd13781-5319-4896-967e-5192c80b98bf",2026-04-29T09:36:23Z,2026-04-29T09:36:23Z,"d05c9ea4-b2fb-43e7-9de4-52fe8577e54b"
"Que faire si la compagnie d’assurance refuse de m’indemniser ?","Lorsquʼune compagnie dʼassurance refuse de vous indemniser après un accident de la route, vous disposez de plusieurs recours. La loi Badinter du 5 juillet 1985 impose aux assureurs de formuler une offre dʼindemnisation dans des délais stricts : 8 mois après lʼaccident pour une offre provisionnelle, 3 mois après la consolidation de lʼétat de santé pour lʼoffre définitive.

En cas de refus ou dʼoffre manifestement insuffisante, vous pouvez :

Saisir le médiateur de lʼassurance, dont les coordonnées figurent obligatoirement dans votre contrat.

Engager une action devant le tribunal judiciaire pour contester la décision et obtenir une indemnisation forcée.

Demander des intérêts de retard au double du taux légal si lʼassureur nʼa pas respecté ses délais légaux (article L. 211-13 du Code des assurances).

Un avocat spécialisé en droit des accidents de la route peut évaluer lʼoffre reçue, rassembler les preuves nécessaires et défendre vos intérêts devant les juridictions compétentes.","[""Accidents de la route""]","[""Procédure d'indemnisation""]",1,2025-01-16T13:49:40Z,2025-06-25T12:24:52Z,"d05c9ea4-b2fb-43e7-9de4-52fe8577e54b",,"4d54ff9d-33c4-43e7-9d7a-2adbf5f3e426",2026-04-29T09:36:23Z,2026-04-29T09:36:23Z,"d05c9ea4-b2fb-43e7-9de4-52fe8577e54b"
"La récidive aggrave-t-elle la peine encourue ?","Oui : commettre une infraction en état de récidive légale augmente automatiquement le maximum de la peine encourue, conformément aux articles 132-8 à 132-11 du Code pénal.

Lorsque la première infraction est un crime ou un délit puni d'au moins 10 ans d'emprisonnement, les règles suivantes s'appliquent au nouveau fait :

— nouveau crime puni de 20 ou 30 ans de réclusion : réclusion criminelle à perpétuité
— nouveau crime puni de 15 ans de réclusion : 30 ans de réclusion criminelle
— nouveau délit puni d'au moins 1 an d'emprisonnement : peines d'emprisonnement et d'amende doublées

Lorsque la première infraction est un délit, la commission du même délit (ou d'un délit assimilé) entraîne le doublement des peines d'emprisonnement et d'amende.

Ces seuils concernent les maximums légaux : le juge conserve son pouvoir d'individualisation de la peine.","[""Procès criminel"",""Droit Pénal""]","[""Récidive""]",1,2025-01-28T14:36:35Z,2025-06-25T12:24:52Z,"d05c9ea4-b2fb-43e7-9de4-52fe8577e54b",,"4e8ed573-4b18-406a-a84d-bb86f3e3856b",2026-04-29T09:36:23Z,2026-04-29T09:36:23Z,"d05c9ea4-b2fb-43e7-9de4-52fe8577e54b"
"Quelles sont les conditions d'attribution de la détention à domicile sous surveillance électronique (DDSE) ? ","La détention à domicile sous surveillance électronique (DDSE) peut être accordée par le juge de l'application des peines (JAP) pour les peines inférieures ou égales à 2 ans d'emprisonnement (ou 3 ans en cas de récidive légale). Le JAP examine plusieurs critères cumulatifs avant de statuer.

Il prend en compte la nature et la gravité de l'infraction, le quantum de peine prononcé, ainsi que la personnalité et le comportement du condamné — notamment en détention s'il s'agit d'un aménagement de peine.

La situation familiale et sociale est également évaluée, tout comme l'existence d'un logement adapté, raccordé à l'électricité, avec l'accord des cohabitants si nécessaire pour installer le bracelet électronique.

Ces conditions sont prévues aux articles 132-26-1 et suivants du Code pénal, ainsi qu'aux articles 723-7 et suivants du Code de procédure pénale.","[""Droit Pénal""]","[""Détention à domicile""]",1,2025-01-21T11:58:17Z,2025-06-25T12:24:52Z,"d05c9ea4-b2fb-43e7-9de4-52fe8577e54b",,"4f4f6105-1361-47d7-b984-ea65de65b419",2026-04-29T09:36:23Z,2026-04-29T09:36:23Z,"d05c9ea4-b2fb-43e7-9de4-52fe8577e54b"
"Où vivent les enfants après une séparation ou un divorce ?","Après une séparation, la résidence des enfants est fixée soit en résidence alternée (une semaine chez chaque parent), soit en résidence habituelle chez l'un des parents, l'autre bénéficiant alors d'un droit de visite et d'hébergement — classiquement un week-end sur deux et la moitié des vacances scolaires.

Les parents peuvent s'entendre librement sur ces modalités. À défaut d'accord, c'est le juge aux affaires familiales qui statue, en prenant pour seul critère l'intérêt de l'enfant. Il peut entendre l'enfant capable de discernement, sur sa demande ou à l'initiative du juge (article 388-1 du Code civil).

La résidence alternée est de plus en plus retenue lorsque les deux parents habitent à proximité l'un de l'autre et que la coparentalité est possible. Un avocat peut vous accompagner pour négocier une convention amiable ou défendre vos intérêts devant le tribunal.","[""Droit de la famille""]","[""Enfants et filiation""]",1,2025-02-18T15:16:06Z,2025-09-22T12:40:59Z,"d05c9ea4-b2fb-43e7-9de4-52fe8577e54b",,"5066033b-6a97-4b0a-bf5a-e3683332705b",2026-04-29T09:36:23Z,2026-04-29T09:36:23Z,"d05c9ea4-b2fb-43e7-9de4-52fe8577e54b"
"Quelle est la différence entre l'abus de confiance et le vol ?","La différence clé tient au consentement de la victime : dans le vol (art. 311-1 du Code pénal), l'auteur soustrait un bien sans l'accord de son propriétaire ; dans l'abus de confiance (art. 314-1 du Code pénal), le bien a été remis volontairement, mais l'auteur le détourne ensuite de l'usage convenu.

Le vol suppose trois éléments : une soustraction matérielle, l'absence de consentement du propriétaire et une intention frauduleuse d'appropriation.

L'abus de confiance exige, lui, une remise préalable consentie (dépôt, mandat, prêt…), un détournement de cette chose à des fins autres que celles prévues, et l'intention de ce détournement.

Concrètement : un employé qui vole de l'argent dans la caisse commet un vol ; un comptable qui vire des fonds qui lui ont été confiés sur son compte personnel commet un abus de confiance. Les deux délits sont punissables de 3 ans d'emprisonnement et 45 000 € d'amende, peines alourdies en cas de circonstances aggravantes.","[""Droit Pénal""]","[""Abus de confiance""]",1,2025-01-21T11:35:36Z,2025-06-25T12:24:52Z,"d05c9ea4-b2fb-43e7-9de4-52fe8577e54b",,"529bc76c-ab78-4a7c-8229-57d015b8afdc",2026-04-29T09:36:23Z,2026-04-29T09:36:23Z,"d05c9ea4-b2fb-43e7-9de4-52fe8577e54b"
"Quelles sont les différences entre la garde à vue et l'audition libre ? ","La garde à vue est une mesure de contrainte : la personne est retenue par les enquêteurs et ne peut quitter les lieux. L'audition libre, au contraire, permet à la personne convoquée de partir à tout moment. Les deux régimes s'appliquent dès lors qu'il existe des raisons plausibles de soupçonner qu'une infraction a été commise.

Conformément à l'article 62-2 du Code de procédure pénale, la garde à vue ne peut être décidée que si elle constitue l'unique moyen d'atteindre au moins l'un de ces objectifs : permettre les investigations nécessitant la présence du suspect, garantir sa présentation devant le procureur, préserver les preuves, empêcher des pressions sur les témoins ou victimes, éviter une concertation avec des coauteurs ou complices, ou faire cesser l'infraction.

Dans les deux cas, la personne bénéficie du droit d'être informée des faits qui lui sont reprochés et du droit de se taire.","[""Droit Pénal""]","[""Garde à vue""]",1,2025-01-21T11:40:18Z,2025-06-25T12:24:52Z,"d05c9ea4-b2fb-43e7-9de4-52fe8577e54b",,"53ce92f2-62cf-49bd-a9d4-7337b643e0fe",2026-04-29T09:36:23Z,2026-04-29T09:36:23Z,"d05c9ea4-b2fb-43e7-9de4-52fe8577e54b"
"Peut-on être poursuivi pour fraude à la TVA ou fausse déclaration de résultat ?","Oui. La fraude à la TVA et la fausse déclaration de résultat constituent des infractions pénales dès lors qu'elles reposent sur une intention délibérée : fausses factures, écritures fictives, dissimulation de recettes, domiciliation fictive à l'étranger. Ces faits peuvent être requalifiés en fraude fiscale, escroquerie, faux et usage de faux, abus de biens sociaux, voire blanchiment ou banqueroute selon le contexte.

Sanctions encourues : jusqu'à 5 à 7 ans d'emprisonnement et 3 000 000 € d'amende, auxquels s'ajoutent des peines complémentaires — interdiction de gérer, privation des droits civiques, exclusion des marchés publics, confiscation, affichage du jugement. La responsabilité pénale peut viser conjointement l'entreprise et ses dirigeants, même en cas de délégation de pouvoirs.

La prescription est de 6 ans, portée à 12 ans en cas de fraude fiscale aggravée (article L. 228 du Livre des procédures fiscales).

Une erreur comptable isolée n'est pas répréhensible ; c'est l'intention frauduleuse avérée qui engage la responsabilité pénale.","[""Droit pénal des affaires""]","[""Fiscalité""]",1,2025-06-25T12:29:22Z,2025-06-25T12:32:49Z,"d05c9ea4-b2fb-43e7-9de4-52fe8577e54b",,"53e7eb67-cda6-4f31-a34a-c846ebcb1c07",2026-04-29T09:36:23Z,2026-04-29T09:36:23Z,"d05c9ea4-b2fb-43e7-9de4-52fe8577e54b"
"Comment savoir si mon cas relève de l'aléa thérapeutique ?","L'aléa thérapeutique est reconnu lorsqu'un dommage survient sans faute du professionnel de santé, à condition de remplir des critères cumulatifs précis fixés par la loi du 4 mars 2002. Le fait générateur doit être postérieur au 5 septembre 2001, et le dommage doit résulter directement des soins.

Il faut également que ce dommage présente des conséquences anormales au regard de votre état de santé initial, et qu'il atteigne un seuil de gravité défini par l'article D1142-1 du Code de la santé publique (notamment un taux d'incapacité permanente supérieur à 24 % ou des conséquences particulièrement graves sur la vie de la victime).

L'appréciation de ces critères repose sur une expertise médicale, conduite dans le cadre d'une commission de conciliation et d'indemnisation (CCI), anciennement CRCI. Si les critères sont réunis, l'indemnisation est prise en charge par l'ONIAM.","[""Accidents et erreurs médicales""]","[""Aléa thérapeutique""]",1,2025-02-08T23:10:51Z,2025-06-25T12:24:52Z,"d05c9ea4-b2fb-43e7-9de4-52fe8577e54b",,"5515fa2d-4716-40d9-9ca2-bae691ac777a",2026-04-29T09:36:23Z,2026-04-29T09:36:23Z,"d05c9ea4-b2fb-43e7-9de4-52fe8577e54b"
"Un maire perquisitionné : que se passe-t-il et quels sont ses droits ?","La perquisition en mairie s'inscrit dans une enquête ou une instruction. Vous avez le droit d'être assisté d'un avocat, de connaître le cadre juridique de l'acte et de veiller au respect des règles de saisie. Ne signez rien et ne vous expliquez pas sans conseil : les premières heures orientent souvent tout le dossier. Contactez immédiatement un pénaliste.","[""Défense des élus""]","[""Procédure""]",,,,,,"558ad8eb-ddac-4d39-aecf-844790fa3768",2026-07-06T13:32:00Z,2026-07-06T13:39:03Z,"d05c9ea4-b2fb-43e7-9de4-52fe8577e54b"
"Quelles sont les sanctions encourues en droit pénal des affaires ?","En droit pénal des affaires, les sanctions varient selon la nature et la gravité de l'infraction : elles peuvent être pécuniaires, privatives de liberté ou accessoires.

Amendes : les montants sont fixés par la loi pour chaque infraction. La fraude fiscale est par exemple punie d'une amende pouvant atteindre 3 000 000 € (art. 1741 CGI). Pour les personnes morales, les amendes sont multipliées par cinq.

Emprisonnement : la corruption passive ou active est punie de 10 ans d'emprisonnement (art. 432-11 et 433-1 du Code pénal) ; l'abus de biens sociaux de 5 ans (art. L241-3 du Code de commerce).

Peines complémentaires : interdiction de gérer ou d'exercer une activité professionnelle, confiscation des biens issus de l'infraction, publication du jugement, dissolution de la personne morale dans les cas les plus graves.

Ces sanctions peuvent se cumuler, et certaines emportent des conséquences durables sur la réputation et l'activité de l'entreprise.","[""Droit pénal des affaires""]","[""Sanctions""]",1,2025-01-15T09:40:42Z,2025-06-25T12:24:52Z,"d05c9ea4-b2fb-43e7-9de4-52fe8577e54b",,"56cfc039-002d-4f9e-9533-55eb6999c695",2026-04-29T09:36:23Z,2026-04-29T09:36:23Z,"d05c9ea4-b2fb-43e7-9de4-52fe8577e54b"
"Quand une facturation peut-elle être considérée comme fausse ou fictive ?","Une facture est fausse ou fictive lorsqu'elle altère délibérément la réalité pour tromper l'administration ou un tiers. La facture fictive porte sur une prestation inexistante ; la facture de complaisance porte sur une transaction réelle dont les conditions sont manipulées (montant, objet, bénéficiaire).

Ces pratiques servent généralement à minorer l'impôt, alimenter une caisse noire, dissimuler du travail non déclaré ou détourner des fonds.

Les infractions encourues sont cumulables :
Faux et usage de faux : 3 ans d'emprisonnement et 45 000 € d'amende (art. 441-1 du Code pénal)
Fraude fiscale : 5 ans et 500 000 € — 7 ans et 3 000 000 € en cas de circonstances aggravantes (art. 1741 CGI)
Escroquerie : 5 ans et 375 000 € (art. 313-1 du Code pénal)
Abus de biens sociaux : 5 ans et 375 000 € (art. L. 241-3 et L. 242-6 du Code de commerce)

L'intention frauduleuse est déterminante : une erreur comptable isolée, sans volonté de tromper, ne constitue pas une infraction. Le dirigeant indirectement impliqué peut néanmoins engager sa responsabilité pénale.","[""Droit pénal des affaires""]","[""Fiscalité""]",1,2025-06-25T12:27:11Z,2025-06-25T12:29:35Z,"d05c9ea4-b2fb-43e7-9de4-52fe8577e54b",,"56d994b7-36ea-45d5-a2a7-bcf08af31fc8",2026-04-29T09:36:23Z,2026-04-29T09:36:23Z,"d05c9ea4-b2fb-43e7-9de4-52fe8577e54b"
"La médiation familiale fonctionne-t-elle vraiment ?","Oui, la médiation familiale est efficace lorsque les deux parties sont de bonne volonté. Un médiateur neutre et impartial facilite le dialogue pour construire un accord sur des questions comme la garde des enfants, la pension alimentaire ou le partage des biens — sans passer par un procès long et coûteux.

Attention : la médiation est légalement exclue en cas de violences conjugales avérées (article 255 du Code civil).

Les accords obtenus peuvent être homologués par le juge aux affaires familiales, ce qui leur confère la même force exécutoire qu'une décision judiciaire. Pour les enfants notamment, une médiation réussie est bien moins traumatisante qu'une procédure contentieuse.

Un avocat peut relire l'accord avant homologation pour s'assurer qu'il protège vos droits.","[""Droit de la famille""]","[""Protection et médiation""]",1,2025-02-10T10:43:47Z,2025-09-22T12:41:28Z,"d05c9ea4-b2fb-43e7-9de4-52fe8577e54b",,"57f04853-2561-4870-81c5-210eff95b2a8",2026-04-29T09:36:23Z,2026-04-29T09:36:23Z,"d05c9ea4-b2fb-43e7-9de4-52fe8577e54b"
"La trottinette électrique est-elle concernée par la Loi Badinter ?","Oui, la trottinette électrique est soumise à la loi Badinter dès lors que sa vitesse maximale dépasse 6 km/h. Elle est alors qualifiée de véhicule terrestre à moteur (VTM), ce qui déclenche le régime autonome d'indemnisation prévu par la loi du 5 juillet 1985.

Cette qualification a été consacrée par un arrêt de la cour d'appel d'Aix-en-Provence du 23 novembre 2017, et confirmée par le décret du 23 octobre 2019, qui fixe la vitesse maximale des engins de déplacement personnel motorisés (EDP-m) entre 6 km/h et 25 km/h.

Concrètement, toute victime impliquée dans un accident avec une trottinette électrique peut bénéficier de ce régime protecteur, sans avoir à prouver la faute du conducteur.","[""Accidents de la route""]","[""Trottinette"",""Loi Badinter""]",1,2025-02-19T14:22:40Z,2025-06-25T12:24:52Z,"d05c9ea4-b2fb-43e7-9de4-52fe8577e54b",,"58dda160-4ea8-4ab1-9803-916d573f866f",2026-04-29T09:36:23Z,2026-04-29T09:36:23Z,"d05c9ea4-b2fb-43e7-9de4-52fe8577e54b"
"Quelles conséquences une condamnation pour trafic de stupéfiants aura-t-elle sur mon casier judiciaire ?","Une condamnation pour trafic de stupéfiants s'inscrit sur les trois bulletins du casier judiciaire. Le bulletin n°1 (réservé aux magistrats) la conserve jusqu'à la réhabilitation ou l'amnistie. Le bulletin n°2, communicable à certaines administrations et employeurs publics, peut en mentionner la trace pendant dix ans ou plus selon la peine prononcée.

Concrètement, cette inscription peut bloquer l'accès à la fonction publique, à certains agréments professionnels (sécurité privée, transport, professions réglementées) et peser lourdement sur toute procédure pénale ultérieure, les juges tenant compte des antécédents.

La réhabilitation judiciaire (art. 782 et suivants du Code de procédure pénale) permet d'effacer la condamnation des bulletins n°2 et n°3, mais reste soumise à des délais stricts — au minimum dix ans après l'exécution de la peine pour un crime — et à l'absence de nouvelle condamnation.

Un avocat pénaliste peut évaluer les conditions d'éligibilité à la réhabilitation et anticiper les obstacles liés à la mention au casier.","[""Trafic de stupéfiants""]","[""Conséquences""]",2,2025-02-17T15:53:08Z,2025-06-25T12:24:52Z,"d05c9ea4-b2fb-43e7-9de4-52fe8577e54b",,"5923c3b3-ac0e-4fe9-9749-ddb090a2f1bb",2026-04-29T09:36:23Z,2026-04-29T11:41:49Z,"d05c9ea4-b2fb-43e7-9de4-52fe8577e54b"
"Comment un avocat peut-il mʼaider en cas de licenciement pour abandon de poste ?","Un avocat en droit du travail vous accompagne à chaque étape de la procédure de licenciement pour abandon de poste, qu'il vous soit reproché ou que vous soyez employeur souhaitant y mettre fin.

Concrètement, le cabinet prend en charge la rédaction des mises en demeure de reprendre le poste, la convocation à l'entretien préalable et la notification de licenciement dans les formes requises par les articles L. 1232-2 et suivants du Code du travail.

En cas de contestation devant le Conseil de Prud'hommes, l'avocat assure votre défense lors de l'audience de conciliation et au fond, notamment sur la qualification de l'abandon de poste et le respect de la procédure.","[""Droit et accidents du travail""]","[""Abandon de poste""]",1,2025-02-19T14:33:05Z,2025-06-25T12:24:52Z,"d05c9ea4-b2fb-43e7-9de4-52fe8577e54b",,"5956ca1c-97b1-4a9f-9911-779cfc77b61f",2026-04-29T09:36:23Z,2026-04-29T09:36:23Z,"d05c9ea4-b2fb-43e7-9de4-52fe8577e54b"
"Qu'est-ce que la préméditation ?","La préméditation est définie par l'article 132-72 du Code pénal comme « le dessein formé avant l'action de commettre un crime ou un délit déterminé ». Ce n'est pas une infraction autonome : c'est une circonstance aggravante spéciale, qui ne s'applique qu'aux crimes et délits — les contraventions en sont exclues.

Pour produire ses effets, la préméditation doit être expressément prévue par le texte incriminant l'infraction concernée. Elle aggrave notamment :

— le meurtre (art. 221-3 C. pén.) — transformé en assassinat, puni de la réclusion criminelle à perpétuité ;
— l'empoisonnement (art. 221-5 C. pén.) ;
— les tortures ou actes de barbarie (art. 222-3, 9° C. pén.) ;
— les violences ayant entraîné la mort sans intention de la donner (art. 222-8, 9° C. pén.) ;
— les violences ayant entraîné une mutilation ou une infirmité permanente (art. 222-10, 9° C. pén.) ;
— les violences ayant entraîné une ITT de plus de huit jours (art. 222-12, 9° C. pén.) ;
— les violences sans ITT supérieure à huit jours (art. 222-13, 9° C. pén.).","[""Droit Pénal""]","[""Préméditation""]",1,2025-01-21T11:40:11Z,2025-06-25T12:24:52Z,"d05c9ea4-b2fb-43e7-9de4-52fe8577e54b",,"5afe2cb1-d827-4fff-ab94-b770cbefd51c",2026-04-29T09:36:23Z,2026-04-29T09:36:23Z,"d05c9ea4-b2fb-43e7-9de4-52fe8577e54b"
"Cette nouvelle loi s'applique-t-elle aux affaires déjà en cours ?","Oui. Étant une loi pénale plus douce, elle s'applique rétroactivement aux faits non définitivement jugés (rétroactivité in mitius), comme l'a confirmé la Cour de cassation le 6 mai 2026. Un dossier instruit sous l'ancienne définition peut donc être réexaminé à la lumière du nouveau texte — un argument de défense à soulever sans tarder.","[""Défense des élus""]","[""Probité""]",,,,,,"5cec1a45-c6d4-49f3-92fc-0647cf8c5acd",2026-07-06T13:31:46Z,2026-07-06T13:38:45Z,"d05c9ea4-b2fb-43e7-9de4-52fe8577e54b"
"Quelle est la différence entre la DDSE et lʼARSE ?","La DDSE (détention à domicile sous surveillance électronique) est une peine prononcée par le tribunal à lʼencontre dʼune personne déjà condamnée. LʼARSE (assignation à résidence avec surveillance électronique) est une mesure de contrôle judiciaire imposée à un prévenu ou un accusé en attente de jugement : il nʼest pas encore condamné.

Concrètement, la DDSE relève du droit des peines (articles 132-26-1 et suivants du Code pénal), tandis que lʼARSE relève du droit de la détention provisoire (article 142-5 du Code de procédure pénale). Dans les deux cas, un bracelet électronique est posé, mais le fondement juridique et les conséquences diffèrent.","[""Droit Pénal""]","[""Détention à domicile""]",1,2025-01-21T11:57:29Z,2025-06-25T12:24:52Z,"d05c9ea4-b2fb-43e7-9de4-52fe8577e54b",,"5d1f2dba-cfaa-4f7d-8a83-77a8678b32e6",2026-04-29T09:36:23Z,2026-04-29T09:37:07Z,"d05c9ea4-b2fb-43e7-9de4-52fe8577e54b"
"Peut-on être poursuivi pour non-respect des règles sur les stages ou l’alternance ?","Oui. Le non-respect des règles encadrant les stages ou lʼalternance peut exposer lʼentreprise à des poursuites pénales, financières et administratives. En cas de fraude — stagiaire ou alternant utilisé comme salarié déguisé, missions non pédagogiques, absence dʼencadrement — les juridictions peuvent requalifier la situation en travail dissimulé, prêt de main-dʼœuvre illicite ou marchandage.

Les sanctions encourues sont lourdes :
– Jusqu'à 3 ans dʼemprisonnement et 45 000 € dʼamende pour les personnes physiques
– Jusqu'à 225 000 € dʼamende pour les personnes morales
– Redressements URSSAF, remboursement des aides publiques, fermeture dʼétablissement, exclusion des marchés publics

La responsabilité pénale peut être engagée même sans intention frauduleuse. Rédiger des conventions conformes, garantir un suivi réel et documenter chaque étape reste la meilleure protection.","[""Droit pénal des affaires""]","[""URSSAF""]",1,2025-06-25T12:26:05Z,2025-06-25T12:29:33Z,"d05c9ea4-b2fb-43e7-9de4-52fe8577e54b",,"5f8050ed-25fe-4566-95ce-14bfd7abe3b6",2026-04-29T09:36:23Z,2026-04-29T09:36:23Z,"d05c9ea4-b2fb-43e7-9de4-52fe8577e54b"
"À quels types d’accidents la loi Badinter s’applique-t-elle ?","La loi Badinter du 5 juillet 1985 s'applique à tout accident de la circulation impliquant un véhicule terrestre à moteur (VTM) — voiture, moto, camion, bus — en mouvement ou à l'arrêt, sur route, parking ou voie privée ouverte à la circulation.

Sont exclus : les accidents ferroviaires sur voie propre, les engins agricoles hors circulation, et les accidents entre piétons sans véhicule impliqué.

L'implication du VTM suffit à déclencher le régime d'indemnisation : la victime n'a pas à prouver une faute du conducteur. Seule la faute inexcusable de la victime piétonne peut limiter son indemnisation.

Texte de référence : Loi n° 85-677 du 5 juillet 1985.","[""Accidents de la route""]","[""Loi Badinter""]",1,2025-01-16T13:37:35Z,2025-06-25T12:24:52Z,"d05c9ea4-b2fb-43e7-9de4-52fe8577e54b",,"5fec12b1-f85f-436c-a6ff-a7d5c8d32127",2026-04-29T09:36:23Z,2026-04-29T09:36:23Z,"d05c9ea4-b2fb-43e7-9de4-52fe8577e54b"
"Pourquoi faire appel à un avocat pour négocier son indemnisation avec lʼassureur ?","Un avocat spécialisé en droit des assurances analyse votre contrat, identifie les garanties applicables et les éventuelles clauses abusives, puis négocie en votre nom avec lʼassureur pour obtenir une indemnisation conforme à vos préjudices réels. Son intervention réduit le risque de sous-évaluation du sinistre.

Concrètement, il constitue un dossier probant (photos, témoignages, constats, factures), confronte lʼoffre de lʼassureur aux obligations contractuelles et légales, et vous informe sur les délais de prescription applicables à votre type de sinistre.

Si la négociation amiable échoue, il engage les recours judiciaires adaptés — référé-expertise, action en responsabilité — pour faire valoir vos droits devant le tribunal compétent.","[""Droit des assurances particuliers et professionnels""]","[""Sinistre et indemnisation""]",1,2025-02-10T14:51:26Z,2025-06-25T12:24:52Z,"d05c9ea4-b2fb-43e7-9de4-52fe8577e54b",,"5ffcd7d1-78ec-49f0-aa89-c21466651146",2026-04-29T09:36:23Z,2026-04-29T09:36:23Z,"d05c9ea4-b2fb-43e7-9de4-52fe8577e54b"
"Pourquoi les vélos électriques ne relèvent-ils pas du régime de la Loi Badinter ?","Les vélos à assistance électrique (VAE) sont exclus du champ de la loi Badinter du 5 juillet 1985 car ils ne constituent pas des véhicules terrestres à moteur (VTM). Leur moteur électrique n'assure pas de propulsion autonome : il se contente d'amplifier l'effort de pédalage et s'arrête dès que le cycliste cesse de pédaler ou dépasse 25 km/h.

Faute de répondre à la définition de VTM posée à l'article 1er de la loi, le VAE est juridiquement assimilé à un vélo classique. En cas d'accident, l'indemnisation du cycliste repose donc sur les règles de droit commun de la responsabilité civile (articles 1240 et suivants du Code civil), sans bénéficier du régime protecteur automatique qu'offre la loi Badinter aux victimes non conductrices.","[""Accidents de la route""]","[""Vélos électriques"",""Loi Badinter""]",1,2025-02-19T14:22:10Z,2025-06-25T12:24:52Z,"d05c9ea4-b2fb-43e7-9de4-52fe8577e54b",,"60c1dd66-eebe-486e-b090-92ec5b472aa0",2026-04-29T09:36:23Z,2026-04-29T09:36:23Z,"d05c9ea4-b2fb-43e7-9de4-52fe8577e54b"
"Qu’est-ce qu’une circonstance aggravante ?
","Une circonstance aggravante est un fait expressément prévu par la loi qui augmente le maximum de la peine applicable à une infraction. Elle ne se présume pas : sans texte, il n'y a pas de circonstance aggravante.

Le droit pénal distingue deux catégories :

Les circonstances aggravantes personnelles tiennent à la personne de l'auteur, notamment sa relation avec la victime (ascendant, descendant, conjoint, concubin). Elles sont subjectives et ne s'appliquent qu'à ceux qui en remplissent les conditions.

Les circonstances aggravantes réelles s'attachent à la matérialité des faits : usage ou menace d'une arme, dissimulation du visage, bande organisée. Elles produisent leurs effets à l'égard de tous les participants à l'infraction, y compris les complices.","[""Droit Pénal""]","[""Circonstance aggravante""]",1,2025-02-10T15:38:46Z,2025-06-25T12:24:52Z,"d05c9ea4-b2fb-43e7-9de4-52fe8577e54b",,"61300bd1-97b6-4a82-879c-57daff642477",2026-04-29T09:36:23Z,2026-04-29T09:36:23Z,"d05c9ea4-b2fb-43e7-9de4-52fe8577e54b"
